Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Stand-by,Talk time,Colors,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,_1_1,Price,4G bands,Quad,Charging,Models,64GB 4GB RAM,128GB 4GB RAM,Build,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Browser,Infrared port,Alert types,Languages,Clock,Alarm,256GB 12GB RAM,256GB 8GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1
b'oppo',b'Oppo Reno2',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, August 28'","b'Available. Released 2019, September'",b'160 x 74.3 x 9.5 mm (6.30 x 2.93 x 0.37 in)',b'189 g (6.67 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.5 inches, 104.1 cm2 (~87.5% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~401 ppi density)'","b'Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 7.0'",b'Qualcomm SDM730 Snapdragon 730G (8 nm)',b'Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)',b'Adreno 618',b'microSDXC (uses shared SIM slot)',"b'128GB 8GB RAM, 256GB 8GB RAM'","b'Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'Dual-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps (gyro-EIS); video rec. only with main camera'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Luminous Black, Ocean Blue, Sunset Pink'",b'UFS 2.1',,,,,,,,,,,"b'$\xe2\x80\x89684.27 / \xe2\x82\xac\xe2\x80\x89399.00 / \xc2\xa3\xe2\x80\x89573.99 / \xe2\x82\xb9\xe2\x80\x8929,990'","b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, OIS 13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0\xc2\xb5m, PDAF, 2x optical zoom 8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4\xc2\xb5m 2 MP B/W, f/2.4, 1/5.0"", 1.75\xc2\xb5m'",b'Fast charging 20W VOOC 3.0',"b'PCKM70, PCKT00, PCKM00, CPH1907'",,,"b'Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame'","b'LED flash, HDR'",,,b'Corning Gorilla Glass 6',,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x89709.00',,,,,"b'AnTuTu: 214097 (v7), 261990 (v8) GeekBench: 7001 (v4.4) GFXBench: 14fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 67dB / Noise 71dB / Ring 81dB',b'Noise -92.9dB / Crosstalk -92.4dB',b'Endurance rating 102h',,,,,,,,,,,,,,,,b'$\xe2\x80\x89684.27',,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno2 F',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-2f.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, August 28'","b'Available. Released 2019, October'",b'162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in)',b'195 g (6.88 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.5 inches, 104.8 cm2 (~85.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)'","b'Android 9.0 (Pie), ColorOS 6.1'",b'Mediatek MT6771V Helio P70 (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (dedicated slot)',"b'128GB 8GB RAM, 256GB 6GB RAM'","b'Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'Dual-LED flash, HDR, panorama'","b'1080p@30fps, gyro-EIS; video rec. only with main camera'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Sky White, Lake Green'",b'UFS 2.1',,,,,,,,,,,"b'\xc2\xa3\xe2\x80\x89299.90 / \xe2\x82\xb9\xe2\x80\x8919,678'","b'1, 3, 5, 8, 38, 40, 41'","b'48 MP, f/1.7, 26mm (wide), 1/2.3"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP B/W, f/2.4, 1/5.0"", 1.75\xc2\xb5m 2 MP, f/2.4, (depth)'",b'Fast charging 20W VOOC 3.0',b'CPH1989',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'","b'LED flash, HDR'",,,b'Corning Gorilla Glass 5',,,,,,,,,,b'\xc2\xa3\xe2\x80\x89299.90',,,,,,,,,,,,,,,,,,,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8919,678'",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno2 Z',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno2z-2f.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, August'","b'Available. Released 2019, September'",b'162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in)',b'195 g (6.88 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.53 inches, 104.7 cm2 (~85.0% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)'","b'Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 7.0'",b'Mediatek MT6779 Helio P90 (12 nm)',b'Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55)',b'PowerVR GM9446',b'microSDXC (dedicated slot)',"b'128GB 8GB RAM, 256GB 8GB RAM'","b'Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'Dual-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps (gyro-EIS)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',b'USB Type-C',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Sky White, Luminous Black'",b'UFS 2.1',,,,,,,,,,,b'$\xe2\x80\x89449.99 / \xe2\x82\xac\xe2\x80\x89342.90 / \xc2\xa3\xe2\x80\x89239.99',"b'1, 3, 5, 8, 38, 40, 41'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP B/W, f/2.4, 1/5.0"", 1.75\xc2\xb5m 2 MP, f/2.4, (depth)'",b'Fast charging 20W VOOC 3.0',"b'PCKM70, PCKT00, PCKM00, CPH1945, CPH1951, PCKM80'",,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'","b'LED flash, HDR'",,,b'Corning Gorilla Glass 5',,,,,,,,,,b'$\xe2\x80\x89589.00',,,,,,,,,,,,,,,,,,,,,,,,,,b'\xc2\xa3\xe2\x80\x89315.00',,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno Z',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-z.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, May'","b'Available. Released 2019, June'",b'157.3 x 74.9 x 9.1 mm (6.19 x 2.95 x 0.36 in)',b'186 g (6.56 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, HDR10'","b'6.4 inches, 101.0 cm2 (~85.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)'","b'Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 7.0'",b'Mediatek MT6779 Helio P90 (12 nm)',b'Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55)',b'PowerVR GM9446',b'No',"b'128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'Dual-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps (gyro-EIS)'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4035 mAh, non-removable'",,,"b'Jet Black, Aurora Purple - EuropeStar Purple, Extreme Night Black, Coral Orange, Bead White - China'",b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'24-bit/192kHz audio',b'About 330 EUR',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41'",,b'Fast charging 20W VOOC 3.0',"b'PCDM10, CPH1979'",,,"b'Glass front (Gorilla Glass 5), glass back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 5',"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo K3',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-k3.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, May'","b'Available. Released 2019, May'",b'161.2 x 76 x 9.4 mm (6.35 x 2.99 x 0.37 in)',b'191 g (6.74 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.5 inches, 104.8 cm2 (~85.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)'","b'Android 9.0 (Pie), ColorOS 6'",b'Qualcomm SDM710 Snapdragon 710 (10 nm)',b'Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)',b'Adreno 616',b'No',"b'64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'","b'Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/120fps, gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 \xd0\xb0/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 3765 mAh, non-removable'",,,"b'Black, Nebula Purple, Morning White'",b'CDMA 800 & TD-SCDMA',b'UFS 2.1',,,,,,,,,,b'About 210 EUR',"b'1, 3, 4, 5, 8, 38, 39, 40, 41'",,b'Fast charging 20W VOOC 3.0',"b'CPH1955, CUN-AL00, PCGM00'",,,"b'Glass front (Gorilla Glass 5), plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 5',"b'16 MP, f/1.7, 1/2.5"", 1.12\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A9x',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a9.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, May'","b'Available. Released 2019, May'",b'162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in)',b'190 g (6.70 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.53 inches, 104.7 cm2 (~84.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)'","b'Android 9.0 (Pie), ColorOS 6'",b'Mediatek MT6771V Helio P70 (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'128GB 6GB RAM',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4020 mAh, non-removable'",,,"b'Meteorite Black, Ice Jade White'",b'CDMA 800 & TD-SCDMA',b'eMMC 5.1',,,,,,,,,,b'About 260 EUR',"b'1, 3, 4, 5, 8, 34, 38, 39, 40, 41'",,b'Fast charging 20W VOOC 3.0',b'PCEM00',,,,b'HDR',,,b'Corning Gorilla Glass 5',"b'48 MP, f/1.7, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A9',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a9.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 2100',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/75 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in)',b'190 g (6.70 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD, 480 nits (typ)'","b'6.53 inches, 104.7 cm2 (~84.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)'","b'Android 9.0 (Pie), ColorOS 6'",b'Mediatek MT6771V Helio P70 (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',"b'128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'","b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4020 mAh, non-removable'",,,"b'Mica Green, Ice Jade White, Fluorite Purple'",b'CDMA 800 & TD-SCDMA',b'HSDPA 850 / 900 / 2100 - India',,,,,,,,,b'eMMC 5.1',b'About 270 EUR',"b'1, 3, 4, 5, 8, 34, 38, 39, 40, 41'",,b'Charging 10W',"b'PCAM10, CPH1938'",,,"b'Glass front (Gorilla Glass 5), plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 5',"b'16 MP, f/1.8, (wide), 1/2.8"", 1.12\xc2\xb5m, AF 2 MP, f/2.4, (depth)'",b'1.19 W/kg (head) \xc2\xa0 \xc2\xa0 0.60 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno 5G',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-10x-zoom.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps; 5G (2+ Gbps DL)'","b'2019, April'","b'Available. Released 2019, May'",b'162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in)',b'215 g (7.58 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.6 inches, 108.6 cm2 (~86.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~387 ppi density)'","b'Android 9.0 (Pie), ColorOS 6'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'microSDXC (uses shared SIM slot)',b'256GB 8GB RAM',"b'Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'Dual-LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps, gyro-EIS; video rec. only with main camera'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4065 mAh, non-removable'",,,"b'Ocean Green, Jet Black'",b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'24-bit/192kHz audio',b'About 880 EUR',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66 - Global'",,b'Fast charging 20W VOOC',b'CPH1921',,,"b'Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame'","b'LED flash, HDR'",,b'78 NSA/Sub6',b'Corning Gorilla Glass 6',,,,,"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, Laser AF, OIS 13 MP, f/3.0, 130mm (periscope telephoto), 5x optical zoom, PDAF, OIS 8 MP, f/2.2, 16mm (ultrawide)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno 10x zoom',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-10x-zoom.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps'","b'2019, April'","b'Available. Released 2019, June'",b'162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in)',b'210 g (7.41 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.6 inches, 108.6 cm2 (~86.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~387 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, ColorOS 7.0'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'microSDXC (uses shared SIM slot)',"b'128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM'","b'Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'Dual-LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps, gyro-EIS; video rec. only with main camera'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4065 mAh, non-removable'",,,"b'Ocean Green, Jet Black, Mist Pink, Ocean Blue'",b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'24-bit/192kHz audio',b'$\xe2\x80\x89661.89 / \xe2\x82\xac\xe2\x80\x89399.90 / \xc2\xa3\xe2\x80\x89580.00',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41'",,b'Fast charging 20W VOOC',"b'CPH1919, PCCM00'",,,"b'Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame'","b'LED flash, HDR'",,,b'Corning Gorilla Glass 6',,,,,"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, Laser AF, OIS 13 MP, f/3.0, 130mm (periscope telephoto), PDAF OIS, 5x optical zoom, 10x hybrid zoom 8 MP, f/2.2, 16mm (ultrawide)'",,,,,,,,,,"b'AnTuTu: 364220 (v7), 407473 (v8) GeekBench: 10395 (v4.4), 2103 (v5.1) GFXBench: 35fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-24.7 LUFS (Very good)',,b'Endurance rating 107h',b'$\xe2\x80\x89661.89',,,,,,,,,,,,,,,b'$\xe2\x80\x89688.88',,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
